id,category,subtype,korean_source,analytic_sentence,native_v2_1_sentence,design_notes
SI-SVC-020,service_dialogue,office,돕나가 필요하시면 창구에 바로 말씀해 주세요.,"If you need help, please tell the counter immediately.",,aid request service
SJ-NAR-001,continuous_narrative,library_day,"새 학기 셋째 날 아침, 나는 알돈ㅸ앙 남문으로 들어왔다.","On the morning of the third day of the new semester, I entered through the south gate of the campus complex.",,continuous text A start
SJ-NAR-002,continuous_narrative,library_day,"바람은 낮았고, 복도 끝 알나ㅸ앙 창문에는 빛ㅿ은이 가늘게 걸려 있었다.","The wind was low, and a thin path of light hung in the window of the library at the end of the corridor.",,
SJ-NAR-003,continuous_narrative,library_day,가방 속 알나칼ㅸ온은 생각보다 무거워서 지나가 한쪽 어깨로 기울었다.,"The textbook in my bag was heavier than expected, so the carried load tilted to one shoulder.",,
SJ-NAR-004,continuous_narrative,library_day,"문 안쪽에서는 말나ㅿ은이 아직 크지 않았고, 몇 사람만 작은 소리로 인사를 나눴다.","Inside the door the discourse flow was not yet large, and only a few people exchanged greetings softly.",,
SJ-NAR-005,continuous_narrative,library_day,나는 접수대 옆에 빌나를 내려두고 알파ㅸ온 면담 시간이 남았는지 먼저 물었다.,I set down the request-content beside the front desk and first asked whether time remained for a meeting with the teacher.,,
SJ-NAR-006,continuous_narrative,library_day,직원은 말파ㅸ온 칸만 먼저 채우면 된다고 하며 종이를 내밀었다.,"The staff member held out the paper, saying that only the speaker/source field needed to be filled first.",,
SJ-NAR-007,continuous_narrative,library_day,"그 옆 벽에는 알돈ㅸ앙 전체 안내도가 붙어 있었고, 고치돈과 먹돈 위치도 함께 적혀 있었다.","A complete campus-complex guide map was posted on the wall beside it, with the locations of the repair place and dining place also written on it.",,
SJ-NAR-008,continuous_narrative,library_day,기다리는 동안 나는 알나닌ㅸ온 상자 몇 개가 서가 뒤편으로 옮겨지는 것을 보았다.,"While waiting, I saw several boxes of undeciphered documents being moved behind the shelves.",,
SJ-NAR-009,continuous_narrative,library_day,"오래된 편지 한 장은 쓰나눌로만 남아 있었고, 원본은 이미 사라졌다고 했다.",They said one old letter remained only as a written residue and that the original had already disappeared.,,
SJ-NAR-010,continuous_narrative,library_day,그 말을 듣자 말나ㆍ르처럼 같은 문장이 머리 안에서 몇 번 되돌아왔다.,"On hearing that, the same sentence came back several times in my head like a refrain.",,
SJ-NAR-011,continuous_narrative,library_day,점심 가까이 되자 먹돈 쪽에서 끓이돈 냄새가 천천히 복도로 밀려왔다.,"Near lunch, the smell from the kitchen in the dining place slowly drifted into the corridor.",,
SJ-NAR-012,continuous_narrative,library_day,밖으로 나오니 작은 물ㅸ앙 위로 불ㅿ은이 잠깐 낮게 깔렸다.,"When I came outside, smoke briefly lay low above the small pond.",,
SJ-NAR-013,continuous_narrative,library_day,"나는 남은 빌나를 다시 접어 주머니에 넣고, 알돈ㅸ앙 북쪽 길로 천천히 걸었다.",I folded the remaining request-content again into my pocket and slowly walked along the north path of the campus complex.,,
SJ-NAR-014,continuous_narrative,library_day,길 옆 자라돈에서는 꽃닌ㅸ온 몇 개가 막 열눌 쪽으로 넘어가려는 듯 흔들리고 있었다.,"In the growing ground beside the path, several flower buds were swaying as if just about to pass into fruit.",,
SJ-NAR-015,continuous_narrative,library_day,그날 저녁이 되어서도 알나ㅸ앙 안의 조용한 빛ㅿ은과 종이 냄새가 오래 남았다.,"Even that evening, the quiet light path and paper smell inside the library remained for a long time.",,continuous text A end
SJ-DIA-001,continuous_dialogue,service_scene,"손님, 빌나는 이쪽에 내시고 지나는 의자 옆에 두세요.",Please submit your request-content here and place your carried load beside the chair.,,continuous text B start
SJ-DIA-002,continuous_dialogue,service_scene,"네, 그런데 알파ㅸ온 면담 신청도 같이 할 수 있나요?","Yes, but can I also apply for a meeting with the teacher?",,
SJ-DIA-003,continuous_dialogue,service_scene,"됩니다. 먼저 말파ㅸ온 칸에 이름을 적으시고, 아래에 빌나를 짧게 써 주세요.","Yes. First write your name in the speaker/source field, and then briefly write the request-content below.",,
SJ-DIA-004,continuous_dialogue,service_scene,알나칼ㅸ온 대출 기록도 같이 보려면 어디로 가야 하나요?,Where should I go if I also want to see the textbook loan record?,,
SJ-DIA-005,continuous_dialogue,service_scene,복도 끝 알나ㅸ앙 안으로 들어가시면 됩니다. 오늘은 보나ㅸ앙 열람도 열려 있어요.,You can go into the library at the end of the corridor. Today access to the visual archive is also open.,,
SJ-DIA-006,continuous_dialogue,service_scene,"보나ㅸ앙에는 사진만 있나요, 아니면 쓰나ㅸ앙 자료도 있나요?","Does the visual archive only have photographs, or are there document-repository materials too?",,
SJ-DIA-007,continuous_dialogue,service_scene,"사진이 중심이지만, 쓰나ㅿ은 기록하고 연결되는 자료도 조금 있습니다.","Photographs are central, but there are also some materials linked to publication-channel records.",,
SJ-DIA-008,continuous_dialogue,service_scene,"지나가 커서 그런데, 안에 그냥 들고 들어가도 괜찮을까요?","My carried load is large, so is it okay if I just carry it inside?",,
SJ-DIA-009,continuous_dialogue,service_scene,크면 여기 두시는 편이 좋습니다. 필요하시면 보관표를 따로 드릴게요.,"If it is large, it is better to leave it here. If you need one, I will give you a separate storage tag.",,
SJ-DIA-010,continuous_dialogue,service_scene,알돈ㅸ앙 안내도도 한 장 받을 수 있을까요?,Could I get a copy of the campus-complex guide map too?,,
SJ-DIA-011,continuous_dialogue,service_scene,"네, 여기 있습니다. 고치돈과 먹돈은 이 길을 따라가시면 나옵니다.","Yes, here it is. The repair place and dining place appear if you follow this road.",,
SJ-DIA-012,continuous_dialogue,service_scene,감사합니다. 그럼 먼저 빌나부터 쓰고 다시 여쭐게요.,Thank you. Then I will first write the request-content and ask again.,,
SJ-DIA-013,continuous_dialogue,service_scene,천천히 하세요. 알나닌ㅸ온 열람은 감독자 동의가 있어야 하니 그 점만 주의하시면 됩니다.,"Take your time. Viewing undeciphered documents requires supervisor consent, so that is the only point you need to note.",,
SJ-DIA-014,continuous_dialogue,service_scene,"네, 알겠습니다. 아까 밖 물ㅸ앙 쪽은 길이 조금 미끄럽던데 조심해야겠네요.","Yes, understood. The path near the pond outside was a bit slippery, so I should be careful.",,
SJ-DIA-015,continuous_dialogue,service_scene,맞습니다. 비가 오면 불ㅿ은도 낮게 깔리니 돌아가실 때는 동문 쪽으로 가세요.,"That's right. When it rains, smoke also lies low, so when you leave please go by the east gate.",,continuous text B end
SK-NOM-001,diagnostic,quantifier,모든 학생-악 빌나를 느-내-온.,All students submit the request-content.,,quantifier + ERG
SK-NOM-002,diagnostic,quantifier,아무 편지=도=복.,There is no letter at all.,,NPI + existential negation
SK-NOM-003,diagnostic,quantifier,낱 아이-악 열눌 하나씩 느-가져-온.,Each child brings one ripe fruit.,,each distributive
SK-NOM-004,diagnostic,numeral,둘마 학생-악 알나칼ㅸ온을 느-빌리-온.,Twenty students borrow the textbook.,,numeral composition
SK-NOM-005,diagnostic,ordinal,둘번째 방-테 보나ㅸ앙 자료가 있다.,The visual archive material is in the second room.,,ordinal use
SK-NOM-006,diagnostic,comparison,나 너-테 더 느-크-닌-온.,I am bigger than you.,,comparative LOC
SK-NOM-007,diagnostic,comparison,이 알돈ㅸ앙은 한갓 느-넓-닌-온.,This campus-complex is the widest.,,superlative
SK-NOM-008,diagnostic,comparison,나 너-살라=만 느-빠르-닌-온.,I am as fast as you.,,equative COM
SK-NOM-009,diagnostic,plural,아이돌-악 물ㅸ앙 둘레를 느-걷-논-온.,The children walk around the pond.,,plural suffix
SK-NOM-010,diagnostic,plural,학생 셋이 알나ㅸ앙-테 느-앉-온.,Three students sit in the library.,,bare plural via numeral
SK-NEG-001,diagnostic,standard_neg,가-아 느-몰-온.,[Someone] does not go.,,basic connegative neg
SK-NEG-002,diagnostic,standard_neg,먹-아 머-몰-칼-온.,[Someone] did not eat.,,past telic neg
SK-NEG-003,diagnostic,standard_neg,느-가-아 차-몰-온.,[Someone] will not go.,,future neg with preverb on NEG.AUX
SK-NEG-004,diagnostic,voice_neg,씻-루-아 느-몰-온.,[Someone] does not wash (self-wash/introvertive).,,INT + NEG
SK-NEG-005,diagnostic,voice_neg,빛-포-아 느-몰-온.,It does not shine / diffuse.,,DIF + NEG
SK-NEG-006,diagnostic,prohibitive,치-아 말-라.,Do not strike.,,prohibitive
SK-NEG-007,diagnostic,exist_neg,보나ㅸ앙 자료=폭.,There is no visual-archive material.,,existential neg variant
SK-TAM-001,diagnostic,tam_matrix,머-가-련.,was going / was in the process of going,,PST + IPFV fusion
SK-TAM-002,diagnostic,tam_matrix,차-가-칸.,will go / will have gone (telic future),,FUT + TEL fusion
SK-TAM-003,diagnostic,auxiliary,먹-탄 있-온.,[Someone] is eating / has it in progress.,,SEQ + aux
SK-TAM-004,diagnostic,auxiliary,열-탄 놓-온.,[Someone] has left it open.,,result preservative
SK-EVD-001,diagnostic,evidential,비 느-오-드-온.,It is raining (I directly witness it).,,DIR.EXPL
SK-EVD-002,diagnostic,evidential,비 차-오-짐-온.,It seems it will rain.,,INFER
SK-EVD-003,diagnostic,hearsay,비 머-오-칸=맬.,They say it rained.,,hearsay clitic
SK-EVD-004,diagnostic,quotative,나 [느-가-온]=락 머-말-온.,"I said, 'I go / I am going.'",,quotative
SL-NFIN-001,diagnostic,seq,나-악 밥 머-먹-칼-탄 머-가-칸.,I ate and then went.,,SEQ basic
SL-NFIN-002,diagnostic,cond,비 느-오-살 나 느-가-온.,"If it rains, I go.",,COND basic
SL-NFIN-003,diagnostic,reason,비 머-오-논테 나 가-아 느-몰-온.,"Because it rained, I do not go.",,RSN cause
SL-NFIN-004,diagnostic,contrast,비 느-오-칼라 나 느-가-온.,"It rains, but I go.",,CONTR
SL-NFIN-005,diagnostic,concessive,비 느-오-살-칼라 나 느-가-온.,"Even if it rains, I go.",,CONC unique stack
SL-NFIN-006,diagnostic,counterfactual,비 머-오-살 나 가-아 머-몰-온.,"If it had rained, I would not have gone.",,counterfactual via PST+COND
SL-NFIN-007,diagnostic,adnominal,[나-악 빌나 느-쓰-마] 종이,the paper on which I write the request-content,,ADN
SL-NFIN-008,diagnostic,complement,나 [비 느-오-모] 느-알-닌-온.,I know that it is raining.,,COMP
SL-REL-001,diagnostic,s_gap,[느-오-마] 사람,the person who comes,,S gap
SL-REL-002,diagnostic,o_gap,[나-악 느-보-리-마] 사람,the person whom I see,,O gap
SL-REL-003,diagnostic,a_gap,[밥 느-먹-리-마] 아이,the child who eats rice,,A gap
SL-REL-004,diagnostic,frc_gap,[나-악 책 느-주-마] 사람,the person to whom I give the book,,FRC gap
SL-REL-005,diagnostic,loc_gap,[느-살-닌-마] 곳,the place where [someone] lives,,LOC gap
SL-REL-006,diagnostic,comp_case,[그 느-오-모]=흔 나 느-알-닌-온.,"As for his coming, I know it.",,COMP + TOP
SL-QUOT-001,diagnostic,quot_basic,나 [느-가-온]=락 머-말-온.,"I said, 'I go.'",,basic quotation
SL-QUOT-002,diagnostic,quot_neg,나 [가-아 느-몰-온]=락 머-말-온.,"I said, 'I do not go.'",,quoted neg
SL-QUOT-003,diagnostic,quot_imp,나 [들-아 말-라]=락 머-말-온.,"I said, 'Do not enter.'",,quoted prohibitive
SL-HEAR-001,diagnostic,hearsay,비 머-오-칸=맬.,They say it rained.,,hearsay
SL-HEAR-002,diagnostic,hear_quot_contrast,나 [비 머-오-칸]=락 머-들-온.,I heard 'it rained.',,quot vs hearsay
SL-DISC-001,diagnostic,result,비 머-오-칸. 글 나 가-아 느-몰-온.,It rained. Therefore I do not go.,,therefore
SL-DISC-002,diagnostic,shift,나는 알나ㅸ앙-테 갔다. 헌 빌나는 못 냈다.,"I went to the library. However, I could not submit the request-content.",,however
SL-DISC-003,diagnostic,additive,알돈ㅸ앙은 넓다. 되도 길은 조용하다.,"The campus-complex is wide. Moreover, the paths are quiet.",,moreover
SL-DISC-004,diagnostic,topic,"빌나=흔 먼저 내고, 말파ㅸ온은 나중에 적어라.","As for the request-content, submit it first, and fill the speaker/source field later.",,TOP
SL-DISC-005,diagnostic,abs_spot,나-알은 오늘만 조용하다.,I myself am quiet only today.,,ABS.SPOT focus
SM-LF1-001,longform_narrative,exhibition_day,"비가 그친 아침, 우리는 알돈ㅸ앙 서쪽 전시관 앞에 일찍 모였다.","On the morning after the rain stopped, we gathered early in front of the west exhibition hall of the campus-complex.",,longform text 1 start
SM-LF1-002,longform_narrative,exhibition_day,"보나ㅸ앙 문은 아직 잠겨 있었고, 복도 끝에서는 쓰나ㅸ앙 상자 둘이 벽에 기대 있었다.","The visual archive door was still locked, and two document-repository boxes were leaning against the wall at the end of the corridor.",,
SM-LF1-003,longform_narrative,exhibition_day,나는 지나를 내려놓고 빌나 뭉치를 다시 세어 보았다.,I set down my carried load and counted the bundle of request-contents again.,,
SM-LF1-004,longform_narrative,exhibition_day,말파ㅸ온 칸이 비어 있는 안내문이 몇 장 보여서 먼저 그 부분부터 고쳤다.,"I saw several notices with the speaker/source field left blank, so I corrected that part first.",,
SM-LF1-005,longform_narrative,exhibition_day,안쪽 방에는 알나닌ㅸ온처럼 아직 풀리지 않은 기록 상자가 따로 쌓여 있었다.,"Inside the inner room, boxes of records not yet deciphered, like undeciphered documents, were stacked separately.",,
SM-LF1-006,longform_narrative,exhibition_day,동문 쪽 창문으로 빛ㅿ은이 길게 들어오자 먼지와 불ㅿ은이 동시에 떠올랐다.,"When a long path of light entered through the east window, dust and smoke rose together.",,
SM-LF1-007,longform_narrative,exhibition_day,누군가는 먹돈에서 끓이돈 냄새가 벌써 올라온다며 아직 이른 시간을 웃어넘겼다.,Someone joked that the kitchen smell was already rising from the dining place despite the early hour.,,
SM-LF1-008,longform_narrative,exhibition_day,"나는 알파ㅸ온이 남긴 쪽지를 다시 읽고, 빌나 순서를 앞뒤로 바꾸었다.",I reread the note left by the teacher and changed the order of the request-contents.,,
SM-LF1-009,longform_narrative,exhibition_day,"사진은 보나ㅸ앙으로, 글 원본은 쓰나ㅸ앙으로, 사본은 쓰나눌로 보내자는 합의가 그때 정해졌다.","At that time it was decided that photographs would go to the visual archive, original texts to the document repository, and copies to the written residue collection.",,
SM-LF1-010,longform_narrative,exhibition_day,한 학생은 알나칼ㅸ온을 참고해 전시 설명을 더 쉬운 말로 바꾸어 적었다.,One student consulted the textbook and rewrote the exhibition description in easier language.,,
SM-LF1-011,longform_narrative,exhibition_day,또 다른 학생은 자라돈 옆에 둘 화분 이름표를 써 와서 꽃닌ㅸ온과 열눌 시기를 따로 구분했다.,Another student brought labels for the pots beside the growing ground and separately distinguished the flower-bud and fruiting periods.,,
SM-LF1-012,longform_narrative,exhibition_day,"오후가 되자 알돈ㅸ앙 안쪽 길은 조용해졌지만, 말나ㅿ은은 오히려 문 앞에서 더 커졌다.","By afternoon the inner paths of the campus-complex grew quiet, but the discourse flow grew louder in front of the door.",,
SM-LF1-013,longform_narrative,exhibition_day,아이 둘은 물ㅸ앙 둘레를 돌며 왜 전시실 안에 물리ㆍ르 사진이 많은지 물었다.,Two children circled the pond and asked why there were so many photographs of waterways inside the exhibition hall.,,
SM-LF1-014,longform_narrative,exhibition_day,나는 그 질문을 듣고 나서야 이 전시가 단순한 기록이 아니라 삶ㆍ르를 보여 주는 일이라는 생각을 했다.,Only after hearing that question did I think that this exhibition was not just a record but an attempt to show a life cycle.,,
SM-LF1-015,longform_narrative,exhibition_day,"저녁 가까이 되자 헌 빌나는 절반도 아직 처리되지 않았고, 고치돈 쪽 연락도 늦었다.","As evening approached, however, not even half of the request-contents had yet been processed, and contact from the repair place was delayed.",,
SM-LF1-016,longform_narrative,exhibition_day,"글 우리는 먼저 보나ㅸ앙 안쪽 자료부터 정리하고, 나머지는 다음 날로 넘기기로 했다.",So we decided to organize the inner visual-archive materials first and push the rest to the next day.,,
SM-LF1-017,longform_narrative,exhibition_day,마지막으로 남은 건 말파ㅸ온이 빠진 표지 세 장과 지나 하나뿐이었다.,"In the end, all that remained were three labels missing the speaker/source field and one carried load.",,
SM-LF1-018,longform_narrative,exhibition_day,"문을 닫고 나오는 길에 불ㅿ은은 거의 사라졌고, 보나ㅸ앙 유리에는 저녁 빛ㅿ은만 길게 남아 있었다.","On the way out after closing the door, the smoke had almost vanished, and only the evening light path remained long on the visual archive glass.",,
SM-LF1-019,longform_narrative,exhibition_day,나는 접어 둔 빌나 한 장을 주머니에서 꺼내 내일 아침 맨 위에 올려둘 표시를 해 두었다.,I took out one folded request-content from my pocket and marked it so I could place it on top the next morning.,,
SM-LF1-020,longform_narrative,exhibition_day,"그날 밤, 알돈ㅸ앙 남문을 나설 때까지도 종이 냄새와 말나ㆍ르는 머리에서 완전히 떠나지 않았다.","That night, until I passed out the south gate of the campus-complex, the smell of paper and the refrain of speech did not completely leave my head.",,longform text 1 end
SM-LF2-001,longform_dialogue,clinic_desk,안녕하세요. 고치돈 접수는 여기서 하나요?,Hello. Is registration for the repair place done here?,,longform text 2 start
SM-LF2-002,longform_dialogue,clinic_desk,"네, 여기입니다. 먼저 빌나를 쓰시고 지나는 저 의자 옆에 두시면 됩니다.","Yes, here. First write the request-content and place your carried load beside that chair.",,
SM-LF2-003,longform_dialogue,clinic_desk,말파ㅸ온 칸에는 제 이름만 적으면 되나요?,"In the speaker/source field, do I only write my name?",,
SM-LF2-004,longform_dialogue,clinic_desk,"네. 본인 진술이면 이름만, 다른 사람 말을 옮기면 출처도 적으시면 됩니다.","Yes. If it is your own statement, just your name; if you are reporting someone else's words, write the source too.",,
SM-LF2-005,longform_dialogue,clinic_desk,어제는 비가 와서 왔다가 그냥 돌아갔어요. 동문 쪽 불ㅿ은이 너무 낮았거든요.,"Yesterday it rained, so I came and then just turned back. The smoke near the east gate was too low.",,
SM-LF2-006,longform_dialogue,clinic_desk,맞습니다. 비 오는 날은 물ㅸ앙 주변 길도 미끄럽고 불ㅿ은도 깔려서 동선이 자주 바뀝니다.,"That's right. On rainy days the paths around the pond are slippery and the smoke settles low, so our routes often change.",,
SM-LF2-007,longform_dialogue,clinic_desk,오늘은 사람이 많네요.,There are many people today.,,
SM-LF2-008,longform_dialogue,clinic_desk,알돈ㅸ앙 전체에서 검진 안내가 나가서 그래요. 아침부터 빌나가 계속 쌓이고 있습니다.,That is because a screening notice went out across the whole campus-complex. Request-contents have been piling up since morning.,,
SM-LF2-009,longform_dialogue,clinic_desk,알나ㅸ앙 쪽에서도 안내를 봤어요. 보나ㅸ앙 앞에도 같은 종이가 붙어 있더라고요.,I saw the notice near the library too. The same paper was posted in front of the visual archive.,,
SM-LF2-010,longform_dialogue,clinic_desk,"네, 쓰나ㅸ앙 자료실하고 먹돈 게시판에도 붙였습니다.","Yes, we also posted it in the document repository and on the dining-place bulletin board.",,
SM-LF2-011,longform_dialogue,clinic_desk,제가 지금 적는 빌나는 바로 들어가나요?,Will the request-content I am writing now be processed right away?,,
SM-LF2-012,longform_dialogue,clinic_desk,기본 접수는 바로 됩니다. 다만 추가 검사는 알파ㅸ온 확인이나 감독자 동의가 필요할 수 있습니다.,"Basic registration is immediate. However, additional tests may require confirmation from the teacher or supervisor consent.",,
SM-LF2-013,longform_dialogue,clinic_desk,그럼 기다리는 동안 알나칼ㅸ온을 좀 읽고 있어도 괜찮을까요?,"Then while I wait, would it be okay if I read the textbook a bit?",,
SM-LF2-014,longform_dialogue,clinic_desk,괜찮습니다. 다만 말나ㅿ은이 커지면 복도 말고 안쪽 자리로 옮겨 주세요.,"That's fine. But if the conversation flow grows loud, please move to an inner seat rather than the corridor.",,
SM-LF2-015,longform_dialogue,clinic_desk,혹시 제 기록은 나중에 쓰나눌로만 남나요?,"By any chance, will my record later remain only as written residue?",,
SM-LF2-016,longform_dialogue,clinic_desk,"아니요. 기본 기록은 쓰나ㅸ앙에 보관하고, 배부용 요약본만 쓰나눌로 남습니다.","No. The basic record is kept in the document repository, and only the distributable summary remains as written residue.",,
SM-LF2-017,longform_dialogue,clinic_desk,알겠습니다. 그런데 지나가 무거워서 조금만 안쪽에 두고 싶은데요.,"Understood. But my carried load is heavy, so I would like to place it a little farther inside.",,
SM-LF2-018,longform_dialogue,clinic_desk,가능합니다. 되도 통로는 막지 않게 물ㅸ앙 쪽 벽 아래에 붙여 두세요.,"That is possible. Moreover, to avoid blocking the passage, place it against the wall toward the pond side.",,
SM-LF2-019,longform_dialogue,clinic_desk,감사합니다. 접수 끝나면 바로 먹돈으로 가도 되겠네요.,"Thank you. Once registration is over, I guess I can go straight to the dining place.",,
SM-LF2-020,longform_dialogue,clinic_desk,"네, 다만 오늘은 사람이 많으니 헌 조금 늦게 가시는 편이 나을 겁니다.","Yes, but today there are many people, so however, it would be better to go a little later.",,longform text 2 end
SN-LF3-001,longform_narrative,dorm_night,해가 완전히 지고 나서야 우리는 알돈ㅸ앙 북쪽 생활관 앞에 다시 모였다.,Only after the sun had fully set did we gather again in front of the north dormitory of the campus-complex.,,longform text 3 start
SN-LF3-002,longform_narrative,dorm_night,낮에 끝내지 못한 빌나 몇 장과 말파ㅸ온 표지가 여전히 내 지나 안에 남아 있었다.,Several request-contents and speaker/source labels that we had not finished during the day still remained in my carried load.,,
SN-LF3-003,longform_narrative,dorm_night,복도 안쪽 알나ㅸ앙 분실함에는 쓰나눌 봉투가 둘 더 꽂혀 있었다.,Two more written-residue envelopes were tucked into the lost-and-found box inside the corridor library.,,
SN-LF3-004,longform_narrative,dorm_night,나는 창문을 열어 두었더니 물ㅸ앙 쪽에서 올라오는 찬 기운이 방 안에 오래 머물렀다.,"Because I had left the window open, the cool air rising from the pond side lingered in the room for a long time.",,
SN-LF3-005,longform_narrative,dorm_night,"멀리 먹돈에서는 늦은 끓이돈 소리가 드문드문 이어졌고, 누군가는 그 리듬을 말나ㆍ르처럼 따라 불렀다.","From the dining place, late kitchen sounds continued here and there, and someone hummed their rhythm like a refrain.",,
SN-LF3-006,longform_narrative,dorm_night,나는 알나칼ㅸ온 한 권을 펴 두고도 자꾸 보나ㅸ앙 유리 위에 남던 저녁 빛ㅿ은을 떠올렸다.,"Even with a textbook open before me, I kept recalling the evening light-path that had remained on the visual archive glass.",,
SN-LF3-007,longform_narrative,dorm_night,그날 정리하지 못한 상자 안에는 알나닌ㅸ온으로 돌려야 할 종이와 쓰나ㅸ앙에 넣을 종이가 섞여 있었다.,Inside the boxes we had not sorted that day were papers that should be returned to the undeciphered-document set and papers to put into the document repository.,,
SN-LF3-008,longform_narrative,dorm_night,비가 다시 오면 내일 아침 동문 쪽 불ㅿ은이 낮게 깔릴 거라는 말을 누가 작게 했다.,"Someone quietly said that if it rained again, smoke would lie low near the east gate the next morning.",,
SN-LF3-009,longform_narrative,dorm_night,글 우리는 아침 일찍 모여 먼저 보나ㅸ앙 안쪽 상자부터 비우기로 했다.,So we decided to gather early in the morning and empty the inner visual-archive boxes first.,,
SN-LF3-010,longform_narrative,dorm_night,"되도 자라돈 화분 이름표도 함께 옮겨 두자는 말이 나와, 열눌과 꽃닌ㅸ온 구역을 다시 나누어 적었다.","Moreover, someone suggested moving the labels of the growing-ground pots as well, so we rewrote the ripe-fruit and flower-bud sections separately.",,
SN-LF3-011,longform_narrative,dorm_night,나는 빌나 마지막 장 아래에 작은 표식을 하나 더 그리고서야 책을 덮었다.,Only after drawing one more small mark under the last request-content did I close the book.,,
SN-LF3-012,longform_narrative,dorm_night,잠들기 직전까지도 알돈ㅸ앙 전체 안내도와 고치돈 창구 위치가 머릿속에서 천천히 겹쳐졌다.,"Until just before falling asleep, the full campus-complex map and the position of the repair-place counter slowly overlapped in my head.",,
SN-LF3-013,longform_narrative,dorm_night,"그 밤은 조용했지만, 조용해서 더 많은 말나ㅿ은이 마음속에서 움직였다.","That night was quiet, but because it was quiet, even more discourse-flow moved inside my mind.",,
SN-LF3-014,longform_narrative,dorm_night,새벽 가까이 되자 물리ㆍ르 소리가 멀리서 길게 들어와 모든 생각을 한 번에 눕혀 놓았다.,Near dawn the sound of the watercourse came in from afar and laid all thoughts down at once.,,
SN-LF3-015,longform_narrative,dorm_night,"다음 날 아침을 생각하며 눈을 감을 때, 내 지나 맨 위에는 늘 빌나가 놓여 있다는 사실이 조금 우스웠다.","As I closed my eyes thinking of the next morning, it felt faintly absurd that there was always a request-content lying at the top of my carried load.",,
SN-LF3-016,longform_narrative,dorm_night,"그렇지만 바로 그 반복 덕분에, 알돈ㅸ앙은 더 이상 낯선 곳이 아니라 천천히 외워지는 장면이 되었다.","Yet precisely because of that repetition, the campus-complex had become not a strange place but a scene being slowly memorized.",,longform text 3 end
SN-LF4-001,longform_dialogue,service_counter,"손님, 오늘은 빌나가 많아서 접수 순서가 조금 늦어집니다.","Sir/Ma'am, today there are many request-contents, so the registration order is running a little late.",,longform text 4 start
SN-LF4-002,longform_dialogue,service_counter,괜찮습니다. 그동안 알나칼ㅸ온을 읽고 기다리면 되겠지요?,"That is fine. In the meantime I can read the textbook and wait, right?",,
SN-LF4-003,longform_dialogue,service_counter,"네, 그렇게 하셔도 됩니다. 다만 지나가 크면 안쪽 벽 아래에 두시는 편이 좋습니다.","Yes, that is fine. However, if your carried load is large, it is better to place it under the inner wall.",,
SN-LF4-004,longform_dialogue,service_counter,말파ㅸ온 칸에는 제 이름과 지도교수 이름을 같이 적어야 하나요?,"In the speaker/source field, should I write both my name and my advisor's name?",,
SN-LF4-005,longform_dialogue,service_counter,"본인 진술이면 이름만 적으셔도 되고, 남의 말을 옮기시면 출처도 함께 적어디온.","If it is your own statement, just your name is fine, and if you are relaying someone else's words, please write the source as well.",,polite HON with instruction
SN-LF4-006,longform_dialogue,service_counter,"보나ㅸ앙 열람 신청도 같이 냈는데, 그건 어디에서 확인하나요?",I also submitted an application for visual archive access; where do I check that?,,
SN-LF4-007,longform_dialogue,service_counter,복도 끝 알나ㅸ앙 안쪽 데스크에서 확인하디온. 필요하시면 안내도도 한 장 드리디온.,"Please check at the inner desk of the library at the end of the corridor. If you need one, I will also give you a guide map.",,polite service doubling
SN-LF4-008,longform_dialogue,service_counter,"오늘 비가 와서 동문 쪽 불ㅿ은이 낮던데, 그 길로 가도 괜찮을까요?",It rained today so the smoke near the east gate is low; is it okay to go that way?,,
SN-LF4-009,longform_dialogue,service_counter,"지금은 많이 옅어졌지만, 물ㅸ앙 옆은 아직 미끄러우니 북쪽 길로 돌아가디온.","It has thinned considerably now, but the area beside the pond is still slippery, so please go around by the north path.",,polite warning
SN-LF4-010,longform_dialogue,service_counter,제 기록은 나중에 쓰나눌로만 남는 건 아니지요?,"My record will not later remain only as written residue, right?",,
SN-LF4-011,longform_dialogue,service_counter,"아닙니다. 원기록은 쓰나ㅸ앙에 보관하고, 배부본만 쓰나눌로 남기디온.","No. The original record is kept in the document repository, and only the distributed copy is left as written residue.",,polite clarification
SN-LF4-012,longform_dialogue,service_counter,감사합니다. 그럼 빌나를 먼저 다 쓰고 다시 여쭐게요.,Thank you. Then I will finish writing the request-content first and ask again.,,
SN-LF4-013,longform_dialogue,service_counter,천천히 하디온. 오늘은 알돈ㅸ앙 전체에서 사람이 몰려서 조금 붐비디온.,"Please take your time. Today the whole campus-complex is crowded, so it is a little busy.",,polite background explanation
SN-LF4-014,longform_dialogue,service_counter,알겠습니다. 기다리는 동안 먹돈 쪽에 다녀와도 되나요?,"Understood. While waiting, may I go over to the dining place?",,
SN-LF4-015,longform_dialogue,service_counter,"네, 다녀오셔도 됩니다. 다만 순서가 오면 말파ㅸ온 이름으로 부르디온.","Yes, you may go. However, when your turn comes we will call you by the name in the speaker/source field.",,polite queue instruction
SN-LF4-016,longform_dialogue,service_counter,그럼 금방 다녀오겠습니다. 지나는 여기 그대로 두어도 괜찮겠지요?,"Then I will be right back. It should be okay to leave the carried load here as it is, right?",,longform text 4 end
